contentid,title,addr1,addr2,areacode,sigungucode,mapx,mapy,modifiedtime,firstimage,firstimage2,cat1,cat2,cat3,contenttypeid,NX,NY
2761797,올림픽공원피크닉장,서울특별시 송파구 올림픽로 424,(방이동),1.0,18.0,127.1229758,37.52098714,20230900000000.0,,,A02,A0202,A02020700,12,61,125
250131,올림픽대교,서울특별시 송파구 신천동,,1.0,18.0,127.1053604,37.53241605,20231200000000.0,http://tong.visitkorea.or.kr/cms/resource/08/629608_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/629608_image3_1.jpg,A02,A0205,A02050100,12,61,125
2811428,옴샨티센트하우스,경상남도 창원시 성산구 외동반림로 256,,36.0,16.0,128.6803198,35.23969538,20240100000000.0,,,A02,A0203,A02030400,12,90,76
337559,옴천사(),전라남도 강진군 옴천면 장강로 1445-14,,38.0,1.0,126.7927399,34.73655511,20230200000000.0,,,A02,A0201,A02010800,12,56,64
3019141,옹기골도예,울산광역시 울주군 온양읍 외고산길 18,,7.0,5.0,129.2795899,35.433743,20231000000000.0,,,A02,A0203,A02030400,12,100,80
2775351,옹기랑,경상남도 고성군 하이면 덕명4길 98,,36.0,3.0,128.1459559,34.90307354,20231100000000.0,,,A02,A0203,A02030400,12,80,68
1888656,옹기종기행복마을,대구광역시 동구 입석동,,4.0,4.0,128.6466798,35.89104355,20240600000000.0,,,A02,A0203,A02030100,12,89,90
129131,옹도 등대,충청남도 태안군 근흥면 가의도길 44-69,,34.0,14.0,126.0085674,36.64745214,20231100000000.0,http://tong.visitkorea.or.kr/cms/resource/46/2025546_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/2025546_image2_1.jpg,A01,A0101,A01011600,12,42,106
127340,옹성산,전라남도 화순군 이서면,(장학리) 일대,38.0,24.0,127.1326894,35.11542096,20231200000000.0,,,A01,A0101,A01010400,12,62,72
2932027,옹장굴,경기도 포천시 윗찬물길 379-71,,31.0,29.0,127.2705195,38.13613761,20221200000000.0,,,A01,A0101,A01011900,12,64,138
560996,옹진 백령도 두무진,인천광역시 옹진군 백령면 연화리 1026-9,,2.0,9.0,124.6194551,37.97426621,20240500000000.0,,,A01,A0101,A01011100,12,18,135
2751504,옻골동산,대구광역시 북구 구암동 산 4,,4.0,5.0,128.5767929,35.94226146,20240400000000.0,http://tong.visitkorea.or.kr/cms/resource/02/2751502_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/2751502_image2_1.jpg,A02,A0202,A02020700,12,87,91
2782688,와글아이,경기도 고양시 일산동구 중앙로 1205,(장항동),31.0,2.0,126.7757509,37.65418487,20230600000000.0,http://tong.visitkorea.or.kr/cms/resource/83/2782983_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/2782983_image2_1.jpg,A02,A0203,A02030400,12,55,128
2775336,와나스타,울산광역시 울주군 언양읍 대암1길 207,,7.0,5.0,129.1672273,35.54025115,20240700000000.0,http://tong.visitkorea.or.kr/cms/resource/19/3337219_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/3337219_image3_1.jpg,A02,A0203,A02030400,12,98,83
2762697,와동체육공원,경기도 안산시 단원구 와동공원로 109,(와동),31.0,15.0,126.8209806,37.34129703,20240600000000.0,http://tong.visitkorea.or.kr/cms/resource/49/2763549_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/49/2763549_image2_1.JPG,A02,A0202,A02020700,12,56,121
1019041,와룡공원,서울특별시 종로구 와룡공원길 192,,1.0,23.0,126.9901581,37.59122659,20230500000000.0,http://tong.visitkorea.or.kr/cms/resource/93/1395493_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/1395493_image3_1.jpg,A02,A0202,A02020700,12,59,126
129535,와룡산,경상남도 사천시 사남면,", 용현면, 벌용동 일대",36.0,8.0,128.0919204,34.95544172,20231000000000.0,,,A01,A0101,A01010400,12,79,69
2366455,와룡산(),대구광역시 달서구 선원로33안길 66,(이곡동) 등산로 입구,4.0,2.0,128.5103674,35.86971012,20230900000000.0,http://tong.visitkorea.or.kr/cms/resource/43/2366143_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/43/2366143_image2_1.jpg,A01,A0101,A01010400,12,86,89
1625089,와룡소계곡,전북특별자치도 부안군 변산면 실상길 60,,37.0,6.0,126.6086563,35.62848453,20240400000000.0,,,A01,A0101,A01010900,12,53,84
127008,와룡암,전북특별자치도 진안군 주천면 금평1길 10-8,,37.0,14.0,127.4294575,35.97557308,20240800000000.0,,,A02,A0201,A02010700,12,67,91
2782492,와룡암,경상북도 김천시 증산면 평촌리 산78,,35.0,6.0,128.0157052,35.88273575,20231200000000.0,http://tong.visitkorea.or.kr/cms/resource/60/2795360_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/2795360_image2_1.jpg,A01,A0102,A01020200,12,78,89
126964,와룡자연휴양림,"전북특별자치도 장수군 천천면 비룡로 (632, 와룡자연휴양림)",,37.0,11.0,127.4772112,35.6762996,20240100000000.0,,,A01,A0101,A01010600,12,68,85
2755845,와온공원,전라남도 순천시 해룡면 와온길 122,,38.0,11.0,127.5242367,34.85038249,20231000000000.0,,,A02,A0202,A02020700,12,69,67
2782481,와온항,전라남도 순천시 해룡면 상내리 614-5,,38.0,11.0,127.5232842,34.84450535,20240400000000.0,http://tong.visitkorea.or.kr/cms/resource/81/2788281_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/2788281_image2_1.jpg,A01,A0101,A01011400,12,69,67
2707924,와온해변,전라남도 순천시 해룡면 상내리,,38.0,11.0,127.5237229,34.84937982,20240700000000.0,http://tong.visitkorea.or.kr/cms/resource/21/2707921_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/2707921_image3_1.jpg,A01,A0101,A01011200,12,69,67
2766587,와우 주,경상북도 경주시 강변로 200,(노서동),35.0,2.0,129.2019546,35.84144564,20230100000000.0,http://tong.visitkorea.or.kr/cms/resource/54/2766954_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/2766954_image2_1.jpg,A02,A0202,A02020600,12,99,89
3064958,와우목장,경기도 이천시 설성면 진상미로665번길 95-14,,31.0,26.0,127.5131793,37.13068383,20231200000000.0,http://tong.visitkorea.or.kr/cms/resource/52/3064952_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/3064952_image3_1.jpg,A02,A0203,A02030100,12,68,116
2820892,와우미탄,강원특별자치도 평창군 미탄면 마하길 41-5,,32.0,15.0,128.541071,37.29173993,20240500000000.0,http://tong.visitkorea.or.kr/cms/resource/31/2996231_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/2996231_image3_1.jpg,A02,A0203,A02030400,12,86,120
127675,와우정사(용인),경기도 용인시 처인구 해곡로 25-15,,31.0,23.0,127.2784626,37.19408614,20240400000000.0,http://tong.visitkorea.or.kr/cms/resource/48/3072748_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/3072748_image3_1.jpg,A02,A0201,A02010800,12,64,118
2788825,와우쥬본점 / 와우 쥬,울산광역시 남구 대학로 164,"(무거동,웰츠타워)",7.0,2.0,129.2636353,35.54865757,20231000000000.0,,,A02,A0202,A02020600,12,100,83
2986438,와일드가든,경기도 용인시 처인구 포은대로1272번길 12,,31.0,23.0,127.1851837,37.33891215,20230400000000.0,,,A02,A0203,A02030400,12,62,121
2946110,와플목공방,서울특별시 성동구 성수동1가 656-1036,,1.0,16.0,127.0454599,37.54719381,20240800000000.0,http://tong.visitkorea.or.kr/cms/resource/87/2947487_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/2947487_image3_1.jpg,A02,A0203,A02030400,12,60,125
3045213,와항재,울산광역시 울주군 상북면 소호리,,7.0,5.0,129.0699241,35.65953312,20231100000000.0,http://tong.visitkorea.or.kr/cms/resource/07/3045207_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/3045207_image3_1.jpg,A01,A0101,A01010400,12,96,85
126578,와현모래숲해변,경상남도 거제시 일운면 와현해변길,,36.0,1.0,128.7063484,34.81354357,20240600000000.0,,,A01,A0101,A01011200,12,91,67
2905045,와흘메밀마을,제주특별자치도 제주시 와흘로 103,,39.0,4.0,126.6362274,33.49429664,20240600000000.0,http://tong.visitkorea.or.kr/cms/resource/33/2905033_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/2905033_image3_1.jpg,A02,A0203,A02030100,12,54,37
1959945,완계서원,경상남도 산청군 신등면 신등가회로114번길 61,,36.0,9.0,128.0200487,35.38446997,20231100000000.0,,,A02,A0201,A02010700,12,78,79
252603,완귀정,경상북도 영천시 서당길 25-34,(도남동),35.0,15.0,128.9351115,35.93662709,20240600000000.0,,,A02,A0201,A02010700,12,94,91
1959046,완담서원,경상북도 예천군 지보면 마산길 313,,35.0,16.0,128.3259229,36.55089867,20231100000000.0,,,A02,A0201,A02010700,12,83,104
799672,완도 개매기마을,전라남도 완도군 소안면 월항길 32,,38.0,18.0,126.6482323,34.19198873,20230400000000.0,http://tong.visitkorea.or.kr/cms/resource/16/786416_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/786416_image3_1.jpg,A02,A0203,A02030100,12,54,52
799706,완도 맹선리 상록수림,전라남도 완도군 소안면 소안로 1107,,38.0,18.0,126.6370287,34.15266516,20240400000000.0,,,A01,A0102,A01020100,12,54,51
126421,완도 묘당도 이충무공 유적,전라남도 완도군 고금면 세동84번길 86-31,,38.0,18.0,126.8598255,34.40044669,20240100000000.0,,,A02,A0201,A02010700,12,58,57
799750,완도 미라리 상록수림,전라남도 완도군 소안면 미라리 472,,38.0,18.0,126.6682706,34.1444027,20230900000000.0,,,A01,A0102,A01020100,12,54,51
1935353,완도 울모래마을,전라남도 완도군 신지면 신지로582번길 84,(신지면),38.0,18.0,126.830316,34.32683221,20240600000000.0,,,A02,A0203,A02030100,12,57,55
147777,완도 정도리 구계등,전라남도 완도군 완도읍 중도리,976,38.0,18.0,126.7105133,34.29843341,20240500000000.0,,,A01,A0101,A01011100,12,55,54
147768,완도 청해진 유적,전라남도 완도군 완도읍 청해진로 1380-138,(장보고공원),38.0,18.0,126.7370345,34.36000752,20231000000000.0,,,A02,A0201,A02010700,12,55,56
2037306,완도 청해포구촬영장,전라남도 완도군 완도읍 청해진서로 1161-8,(완도읍),38.0,18.0,126.6704023,34.32331331,20240800000000.0,http://tong.visitkorea.or.kr/cms/resource/63/3354463_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/3354463_image3_1.jpg,A02,A0203,A02030400,12,54,55
127498,완도수목원,전라남도 완도군 군외면 초평1길 156,,38.0,18.0,126.6635492,34.36065346,20230200000000.0,,,A01,A0101,A01010700,12,54,56
632089,완도타워,전라남도 완도군 완도읍 장보고대로 330,,38.0,18.0,126.7662914,34.31032189,20240700000000.0,,,A02,A0205,A02050600,12,56,55
3010637,완도타워 모노레일,전라남도 완도군 완도읍 장보고대로 332,,38.0,18.0,126.7613973,34.31516849,20230900000000.0,http://tong.visitkorea.or.kr/cms/resource/11/3010611_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/3010611_image3_1.jpg,A02,A0203,A02030400,12,56,55
2784657,완도항,전라남도 완도군 완도읍 장보고대로 341,,38.0,18.0,126.7618417,34.31620171,20231200000000.0,http://tong.visitkorea.or.kr/cms/resource/33/2797833_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/2797833_image2_1.jpg,A01,A0101,A01011400,12,56,55
2703403,완도항 여객선터미널,전라남도 완도군 완도읍 장보고대로 339,,38.0,18.0,126.7611639,34.31655444,20230300000000.0,,,A02,A0202,A02020800,12,56,55
3081515,완도해양치유센터,전라남도 완도군 신지면 해양치유길 100,,38.0,18.0,126.8184392,34.32799022,20240800000000.0,http://tong.visitkorea.or.kr/cms/resource/08/3081508_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/08/3081508_image3_1.JPG,A02,A0202,A02020500,12,57,55
1954957,완도향교,전라남도 완도군 완도읍 죽청길 94-73,(완도읍),38.0,18.0,126.7278717,34.34588672,20230100000000.0,http://tong.visitkorea.or.kr/cms/resource/59/2735259_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/2735259_image2_1.jpg,A02,A0201,A02010700,12,55,56
2783891,완산생활체육공원(산책로),전북특별자치도 전주시 완산구 모악산자락길 22,(중인동),37.0,12.0,127.1015477,35.7675438,20240100000000.0,http://tong.visitkorea.or.kr/cms/resource/14/2796214_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/2796214_image2_1.jpg,A02,A0202,A02020700,12,61,87
126627,완산칠봉(완산공원),전북특별자치도 전주시 완산구 공수내1길 19-4,,37.0,12.0,127.1424042,35.80403481,20240100000000.0,http://tong.visitkorea.or.kr/cms/resource/25/2490825_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/2490825_image3_1.jpg,A01,A0101,A01010500,12,62,87
2606205,완주 고산 놀토피아,전북특별자치도 완주군 고산면 대아저수로 416,,37.0,8.0,127.2613582,35.98883806,20240100000000.0,http://tong.visitkorea.or.kr/cms/resource/44/2608644_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/2608644_image2_1.jpg,A03,A0302,A03021800,12,64,92
3345112,완주 고산공원 무궁화테마식물원,전북특별자치도 완주군 고산면 고산휴양림로 89,,37.0,8.0,127.2312252,35.9742142,20240800000000.0,http://tong.visitkorea.or.kr/cms/resource/92/3345092_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/3345092_image3_1.jpg,A01,A0101,A01010700,12,64,91
2469085,완주 대승한지마을,전북특별자치도 완주군 소양면,,37.0,8.0,127.2849686,35.82991768,20240100000000.0,,,A02,A0204,A02040800,12,65,88
3112054,완주 반려동물놀이터,전북특별자치도 완주군 봉동읍 완주산단7로 11,완주 반려동물 놀이터,37.0,8.0,127.1191912,35.95606987,20240300000000.0,,,A02,A0202,A02020700,12,62,91
2469088,완주 삼례문화예술촌,전북특별자치도 완주군 삼례읍 삼례역로 81-13,,37.0,8.0,127.0662528,35.90623574,20240500000000.0,,,A02,A0204,A02040800,12,61,90
2580713,완주 인덕마을[농촌체험휴양마을],전북특별자치도 완주군 소양면 인덕길 245-17,,37.0,8.0,127.2337941,35.88006386,20240100000000.0,http://tong.visitkorea.or.kr/cms/resource/08/2580708_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/08/2580708_image2_1.bmp,A02,A0203,A02030100,12,64,89
2705087,완주상관편백숲,전북특별자치도 완주군 상관면,,37.0,8.0,127.1949292,35.7325744,20240100000000.0,http://tong.visitkorea.or.kr/cms/resource/33/1814633_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/1814633_image3_1.jpg,A01,A0101,A01010400,12,63,86
127301,완택산,강원특별자치도 영월군 영월읍 동강로 426,,32.0,8.0,128.520328,37.2122348,20230700000000.0,http://tong.visitkorea.or.kr/cms/resource/13/1955713_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/1955713_image3_1.jpg,A01,A0101,A01010400,12,86,119
3026006,왕궁 포레스트,전북특별자치도 익산시 왕궁면 호반로 71,,37.0,9.0,127.0991308,35.99494287,20240100000000.0,http://tong.visitkorea.or.kr/cms/resource/91/3025991_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/91/3025991_image3_1.JPG,A01,A0101,A01010700,12,61,92
129603,왕대사(보령),충청남도 보령시 절길 44,(내항동),34.0,5.0,126.5593867,36.34565455,20240700000000.0,http://tong.visitkorea.or.kr/cms/resource/04/3334104_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/04/3334104_image3_1.JPG,A02,A0201,A02010800,12,52,99
1621014,왕동저수지,광주광역시 광산구 본량동서로 259,(왕동),5.0,1.0,126.7142161,35.19501323,20231000000000.0,http://tong.visitkorea.or.kr/cms/resource/87/1587387_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/1587387_image3_1.jpg,A01,A0101,A01011800,12,55,74
2765236,왕방계곡,경기도 동두천시 탑신로 126,(탑동동),31.0,10.0,127.1168159,37.88735551,20230600000000.0,,,A01,A0101,A01010900,12,61,133
125460,왕방산,경기도 포천시 신북면 깊이울로 234-106,(일대),31.0,29.0,127.1642551,37.91623634,20240600000000.0,,,A01,A0101,A01010400,12,62,133
2610587,왕버드나무군락지,대전광역시 대덕구 미호동,711,3.0,1.0,127.4669297,36.46860078,20240500000000.0,http://tong.visitkorea.or.kr/cms/resource/93/3032893_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/93/3032893_image3_1.JPG,A01,A0101,A01010500,12,68,102
127787,왕산·필봉산,경상남도 산청군 금서면 구형왕릉로,,36.0,9.0,127.8284201,35.42557582,20240600000000.0,http://tong.visitkorea.or.kr/cms/resource/36/2775236_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/2775236_image2_1.jpg,A01,A0101,A01010400,12,74,79
337561,왕산사(포천),경기도 포천시 호병골길 193,,31.0,29.0,127.1718994,37.89958009,20231000000000.0,http://tong.visitkorea.or.kr/cms/resource/86/1193186_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/1193186_image3_1.jpg,A02,A0201,A02010800,12,62,133
2736717,왕산포구,충청남도 서산시 지곡면,,34.0,7.0,126.4368868,36.86355672,20231000000000.0,http://tong.visitkorea.or.kr/cms/resource/84/2736984_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/2736984_image2_1.jpg,A01,A0101,A01011400,12,50,110
129256,왕산해수욕장,인천광역시 중구 을왕동,,2.0,10.0,126.3693186,37.45653126,20240600000000.0,,,A01,A0101,A01011200,12,48,123
2767686,왕숙천둔치공원,경기도 구리시 왕숙천로 507,(인창동),31.0,6.0,127.1422907,37.61987044,20231100000000.0,http://tong.visitkorea.or.kr/cms/resource/68/2776968_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/68/2776968_image2_1.jpg,A02,A0202,A02020700,12,62,127
1956382,왕의영당,충청남도 부여군 양화면 오초로172번길 16-12,,34.0,6.0,126.8639978,36.1489962,20240800000000.0,http://tong.visitkorea.or.kr/cms/resource/98/3343298_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/98/3343298_image3_1.JPG,A02,A0201,A02010700,12,57,95
2713585,왕이메오름,제주특별자치도 서귀포시 안덕면 광평리,산 79,39.0,3.0,126.3750563,33.34217876,20240300000000.0,http://tong.visitkorea.or.kr/cms/resource/84/2713384_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/2713384_image3_1.jpg,A01,A0101,A01010400,12,49,33
126413,왕인박사유적지,전라남도 영암군 군서면 왕인로 440,,38.0,17.0,126.6310731,34.75546975,20240500000000.0,,,A02,A0201,A02010700,12,53,64
1346850,왕지등대마을,경상남도 남해군 설천면 설천로864번길 53,,36.0,5.0,127.9037817,34.93924022,20240100000000.0,,,A02,A0203,A02030100,12,76,69
2778903,왕지벚꽃길,경상남도 남해군 설천면 노량리,,36.0,5.0,127.8763369,34.93892311,20230600000000.0,http://tong.visitkorea.or.kr/cms/resource/97/2795497_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/2795497_image2_1.jpg,A01,A0101,A01010500,12,76,69
2614535,왕피천 (경북 동해안 국가지질공원),경상북도 울진군 근남면 구산리,,35.0,18.0,129.3825645,36.94955097,20240600000000.0,http://tong.visitkorea.or.kr/cms/resource/30/2614530_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/30/2614530_image2_1.bmp,A01,A0101,A01010500,12,101,113
126763,왕피천 모래언덕 펜션,경상북도 울진군 근남면 왕피천로 534-1,(근남면),35.0,18.0,129.3464378,36.92862488,20231200000000.0,http://tong.visitkorea.or.kr/cms/resource/25/1979225_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/1979225_image3_1.jpg,A02,A0204,A02040800,12,100,113
1331230,왕피천계곡,경상북도 울진군 금강송면 왕피길,,35.0,18.0,129.2829161,36.91326985,20240600000000.0,,,A01,A0101,A01010900,12,99,113
2724650,왕피천케이블카,경상북도 울진군 근남면 엑스포로 25,,35.0,18.0,129.4011178,36.96875191,20240500000000.0,http://tong.visitkorea.or.kr/cms/resource/18/3060818_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/3060818_image3_1.jpg,A02,A0203,A02030400,12,101,114
1588449,왜가리서식지,전북특별자치도 임실군 임실읍 성가리,산 48-3,37.0,10.0,127.2728171,35.61064237,20240100000000.0,,,A01,A0101,A01010500,12,65,83
2758125,왜고개,서울특별시 용산구 한강대로40길 46,(용산동5가),1.0,21.0,126.9719643,37.52994449,20231000000000.0,,,A02,A0201,A02010900,12,59,125
129064,왜목마을,충청남도 당진시 석문면 왜목길 15-5,,34.0,4.0,126.5262988,37.04376521,20240500000000.0,,,B02,B0201,B02011000,12,51,114
2736713,왜목항,충청남도 당진시 석문면 왜목길 15-5,,34.0,4.0,126.5246295,37.04498726,20240400000000.0,http://tong.visitkorea.or.kr/cms/resource/59/2736959_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/2736959_image2_1.jpg,A01,A0101,A01011400,12,51,114
2022541,왜목해수욕장,충청남도 당진시 석문면 왜목길 26,,34.0,4.0,126.5261377,37.04451512,20240600000000.0,http://tong.visitkorea.or.kr/cms/resource/69/3047169_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/69/3047169_image3_1.JPG,A01,A0101,A01011200,12,51,114
2371510,외가집,충청남도 부여군 옥산면 안골로41번길 21-12,,34.0,6.0,126.7325642,36.18632022,20230500000000.0,http://tong.visitkorea.or.kr/cms/resource/42/2473842_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/2473842_image2_1.jpg,A02,A0203,A02030100,12,55,96
128208,외고산 옹기마을,울산광역시 울주군 온양읍 외고산3길 36,,7.0,5.0,129.2798871,35.43287922,20240300000000.0,http://tong.visitkorea.or.kr/cms/resource/63/2601663_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/2601663_image3_1.jpg,A02,A0204,A02040800,12,100,80
579088,외나로도,전라남도 고흥군 고흥읍,,38.0,2.0,127.5077817,34.44096415,20230900000000.0,,,A01,A0101,A01011300,12,69,58
128292,외달도,전라남도 목포시 외달도길 72,(달동),38.0,8.0,126.2963937,34.7817113,20230600000000.0,http://tong.visitkorea.or.kr/cms/resource/11/2497011_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/11/2497011_image2_1.jpeg,A01,A0101,A01011300,12,47,65
2388283,외달도 해수욕장,전라남도 목포시 외달도길 47-17,(달동),38.0,8.0,126.2941828,34.78064194,20240600000000.0,,,A01,A0101,A01011200,12,47,65
2388644,외도 구조라 유람선,경상남도 거제시 일운면 구조라로 38,,36.0,1.0,128.6947385,34.80524706,20240700000000.0,,,A02,A0202,A02020800,12,90,66
126581,외도 보타니아,경상남도 거제시 일운면 외도길 17,,36.0,1.0,128.7113935,34.76947636,20240800000000.0,http://tong.visitkorea.or.kr/cms/resource/99/3354299_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/3354299_image3_1.jpg,A02,A0202,A02020600,12,91,66
1555639,외도와현유람선,경상남도 거제시 일운면 와현해변길 46,,36.0,1.0,128.7047596,34.81185762,20240800000000.0,http://tong.visitkorea.or.kr/cms/resource/71/2599771_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/71/2599771_image2_1.bmp,A02,A0202,A02020800,12,91,66
2776287,외도유람선 외도랑 / 와현유람선터미널,경상남도 거제시 일운면 와현해변길 46,,36.0,1.0,128.7047652,34.81188817,20231200000000.0,,,A02,A0202,A02020800,12,91,66
126470,외돌개(제주),제주특별자치도 서귀포시 서흥동,791,39.0,3.0,126.5462159,33.24026216,20231000000000.0,,,A01,A0102,A01020200,12,52,31
1346799,외동어촌체험마을,전라남도 여수시 대경도4길 41-1,,38.0,13.0,127.7280222,34.71791752,20230500000000.0,,,A02,A0203,A02030100,12,73,64
126001,외암민속마을,충청남도 아산시 송악면 외암민속길9번길 13-2,,34.0,9.0,127.0144465,36.7310404,20240800000000.0,http://tong.visitkorea.or.kr/cms/resource/37/3355137_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/3355137_image3_1.jpg,A02,A0201,A02010600,12,60,108
2605602,외양포 포진지,부산광역시 강서구 대항동,,6.0,1.0,128.8251996,35.00563814,20240800000000.0,http://tong.visitkorea.or.kr/cms/resource/03/3342803_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/3342803_image3_1.jpg,A02,A0201,A02010200,12,93,71
2788826,외양포항,부산광역시 강서구 천성동 산 6-98,,6.0,1.0,128.832951,35.03059938,20230800000000.0,,,A01,A0101,A01011400,12,93,71
125853,외연도,충청남도 보령시 오천면 외연도1길 64,,34.0,5.0,126.0803884,36.22644346,20230300000000.0,http://tong.visitkorea.or.kr/cms/resource/35/2671535_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/2671535_image3_1.jpg,A01,A0101,A01011300,12,43,97
129031,외옹치마을,강원특별자치도 속초시 해오름로 77-16,,32.0,5.0,128.6098516,38.17967456,20230700000000.0,http://tong.visitkorea.or.kr/cms/resource/65/2494965_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/2494965_image2_1.jpg,B02,B0201,B02011000,12,86,140
129598,외옹치항,강원특별자치도 속초시 대포동,,32.0,5.0,128.6109265,38.17929962,20230700000000.0,http://tong.visitkorea.or.kr/cms/resource/56/2549956_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/56/2549956_image3_1.jpg,A01,A0101,A01011400,12,86,140
1932003,외옹치해변,강원특별자치도 속초시 대포동 596-2,,32.0,5.0,128.6075712,38.18217144,20240700000000.0,,,A01,A0101,A01011200,12,86,140
2794625,외평마을,전북특별자치도 남원시 주천면 장안리 260-1,,37.0,4.0,127.4455825,35.39103968,20240100000000.0,http://tong.visitkorea.or.kr/cms/resource/43/2796943_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/43/2796943_image2_1.jpg,A02,A0201,A02010600,12,68,79
2611155,외포리 탕거리,경상남도 거제시 장목면 외포5길 60,,36.0,1.0,128.7177746,34.93937138,20231200000000.0,http://tong.visitkorea.or.kr/cms/resource/28/2369228_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/28/2369228_image3_1.jpg,A02,A0203,A02030600,12,91,69
2758257,외포리선착장,인천광역시 강화군 내가면 해안서로 883,,2.0,1.0,126.3814524,37.70050306,20240800000000.0,http://tong.visitkorea.or.kr/cms/resource/21/3352121_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/3352121_image3_1.jpg,A01,A0101,A01011400,12,49,129
2611161,외포항,경상남도 거제시 장목면 외포5길 48,,36.0,1.0,128.7172218,34.94056568,20230300000000.0,http://tong.visitkorea.or.kr/cms/resource/18/2645118_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/2645118_image3_1.jpg,A01,A0101,A01011400,12,91,69
2737277,요강바위,전북특별자치도 순창군 동계면 어치리 814,,37.0,7.0,127.1899337,35.4693375,20240100000000.0,http://tong.visitkorea.or.kr/cms/resource/30/2737530_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/30/2737530_image2_1.png,A01,A0102,A01020200,12,63,80
3013915,요들팜,경기도 화성시 비봉면 구포리,,31.0,31.0,126.8864385,37.24297348,20230900000000.0,http://tong.visitkorea.or.kr/cms/resource/46/3004046_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/3004046_image3_1.jpg,A02,A0203,A02030100,12,57,119
2389419,요라파목장 (구 가나안목장),경상남도 사천시 곤양면 고동포로 267,,36.0,8.0,128.0111776,35.05763438,20240500000000.0,,,A02,A0203,A02030100,12,78,71
