contentid,title,addr1,addr2,areacode,sigungucode,mapx,mapy,modifiedtime,firstimage,firstimage2,cat1,cat2,cat3,contenttypeid,NX,NY
2755487,요산공원 (옥정호 요산공원),전북특별자치도 임실군 운암면 입석1길 59,,37.0,10.0,127.1526967,35.63207952,20240100000000.0,http://tong.visitkorea.or.kr/cms/resource/80/2755580_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/80/2755580_image2_1.png,A01,A0101,A01010500,12,62,84
2616104,요선암 돌개구멍 (강원고생대 국가지질공원),강원특별자치도 영월군 무릉도원면 도원운학로 13-39,,32.0,8.0,128.2618959,37.29733678,20240700000000.0,,,A01,A0101,A01010500,12,81,120
128752,요선정·요선암,강원특별자치도 영월군 수주면 도원운학로 13-39,,32.0,8.0,128.2602405,37.2983033,20240700000000.0,http://tong.visitkorea.or.kr/cms/resource/46/2922046_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/2922046_image3_1.jpg,A02,A0201,A02010700,12,81,120
3078018,요월정원림,전라남도 장성군 황룡면 요월정로 84-5,,38.0,19.0,126.7462695,35.27760165,20240100000000.0,http://tong.visitkorea.or.kr/cms/resource/35/3052235_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/3052235_image3_1.jpg,A01,A0101,A01010400,12,55,76
2712734,요천생태습지공원,전북특별자치도 남원시 주생면 중동리 1275,,37.0,4.0,127.3476997,35.38560526,20240700000000.0,,,A01,A0101,A01010500,12,66,78
127102,욕지도 (유동어촌체험마을),경상남도 통영시 욕지면 유동길 108,,36.0,17.0,128.2429826,34.62001524,20230800000000.0,,,A01,A0101,A01011300,12,82,62
2727492,욕지도 모노레일,경상남도 통영시 욕지면 욕지일주로 1467,,36.0,17.0,128.2636639,34.62923124,20230700000000.0,,,A02,A0203,A02030400,12,83,62
2727484,욕지도 출렁다리,경상남도 통영시 욕지면 동항리,,36.0,17.0,128.2764658,34.62069353,20230200000000.0,,,A02,A0205,A02050100,12,83,62
2778052,욕지도해안일주도로,경상남도 통영시 욕지면,,36.0,17.0,128.2633998,34.636361,20230500000000.0,http://tong.visitkorea.or.kr/cms/resource/14/2796814_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/2796814_image2_1.jpg,A01,A0101,A01011100,12,83,62
1955591,용강서원,대구광역시 달서구 선원로33길 101,,4.0,2.0,128.5145534,35.86138336,20240700000000.0,http://tong.visitkorea.or.kr/cms/resource/50/3338250_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/3338250_image3_1.jpg,A02,A0201,A02010700,12,86,89
1955908,용강서원,경기도 고양시 일산동구 감내길 25-10,(성석동),31.0,2.0,126.7814988,37.71026178,20231200000000.0,,,A02,A0201,A02010700,12,55,129
126872,용강서원(금산),충청남도 금산군 제원면 용화로 258,,34.0,2.0,127.5886344,36.09922015,20240600000000.0,,,A02,A0201,A02010700,12,70,94
1957444,용강서원(순천),전라남도 순천시 공마당1길 64,,38.0,11.0,127.4761855,34.95561984,20231200000000.0,,,A02,A0201,A02010700,12,68,69
1957026,용강서원(전주),전북특별자치도 전주시 덕진구 원동회룡길 59-3,,37.0,12.0,127.0401731,35.85528276,20240100000000.0,http://tong.visitkorea.or.kr/cms/resource/66/2689566_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/2689566_image3_1.jpg,A02,A0201,A02010700,12,60,89
1959049,용강서원(청도),경상북도 청도군 이서면 모산길 45-4,,35.0,20.0,128.6631845,35.67013549,20240200000000.0,,,A02,A0201,A02010700,12,89,85
125495,용계계곡,경기도 양평군 용문면 용문산로 512,,31.0,19.0,127.5875382,37.55575823,20240600000000.0,,,A01,A0101,A01010900,12,69,126
1621425,용계서원,경상북도 영천시 자양면 원각길 49-6,,35.0,15.0,129.035215,36.08986995,20240500000000.0,,,A02,A0201,A02010700,12,95,95
1957028,용계서원,전북특별자치도 정읍시 칠보면 동편길 41-3,(칠보면),37.0,13.0,126.9883565,35.60195233,20240100000000.0,,,A02,A0201,A02010700,12,60,83
2770018,용계저수지,충청북도 음성군 금왕읍 백야리 18,,33.0,6.0,127.6039395,36.97221208,20230200000000.0,http://tong.visitkorea.or.kr/cms/resource/64/2770164_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/2770164_image2_1.jpg,A01,A0101,A01011800,12,70,113
3090562,용골산,울산광역시 울주군 서생면 용리,산43,7.0,5.0,129.3159801,35.37388651,20240100000000.0,http://tong.visitkorea.or.kr/cms/resource/50/3090550_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/50/3090550_image3_1.JPG,A01,A0101,A01010400,12,101,79
1627404,용굴,전북특별자치도 정읍시 내장산로 936,내장산 금선계곡,37.0,13.0,126.8877684,35.48682757,20240100000000.0,,,A01,A0101,A01011900,12,58,80
2752588,용굴,경상북도 경주시 감포읍 장진길 39,,35.0,2.0,129.4960275,35.79158462,20240800000000.0,http://tong.visitkorea.or.kr/cms/resource/69/2752569_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/2752569_image2_1.jpg,A01,A0101,A01011900,12,104,88
337562,용굴암(서울),서울특별시 노원구 덕릉로129가길 242,(상계동),1.0,9.0,127.082247,37.68787812,20230900000000.0,http://tong.visitkorea.or.kr/cms/resource/86/1806286_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/1806286_image3_1.jpg,A02,A0201,A02010800,12,61,128
2787469,용궁마을,전북특별자치도 남원시 주천면 외용궁길 38,,37.0,4.0,127.4490297,35.38123529,20240100000000.0,http://tong.visitkorea.or.kr/cms/resource/60/2790660_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/2790660_image2_1.jpg,A02,A0203,A02030100,12,68,78
126676,용궁사(인천),인천광역시 중구 운남로 199-1,(운남동),2.0,10.0,126.5279807,37.49715709,20240500000000.0,http://tong.visitkorea.or.kr/cms/resource/88/3047388_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/88/3047388_image3_1.jpg,A02,A0201,A02010800,12,51,124
1955099,용궁향교,경상북도 예천군 용궁면 용궁향교길 59,,35.0,16.0,128.3046264,36.59359895,20231000000000.0,,,A02,A0201,A02010700,12,82,105
3074779,용궐산,전북특별자치도 순창군 동계면 장군목길 564,,37.0,7.0,127.2017661,35.4632634,20240100000000.0,http://tong.visitkorea.or.kr/cms/resource/51/3074751_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/3074751_image3_1.jpg,A01,A0101,A01010400,12,63,80
572960,용눈이오름,제주특별자치도 제주시 구좌읍 종달논길,,39.0,4.0,126.8320556,33.45880649,20240800000000.0,http://tong.visitkorea.or.kr/cms/resource/30/3011830_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/3011830_image3_1.jpg,A01,A0101,A01010400,12,57,36
2569467,용늪자연생태학교,강원특별자치도 인제군 서화면 금강로 1106-27,,32.0,10.0,128.2099846,38.19720368,20231100000000.0,http://tong.visitkorea.or.kr/cms/resource/47/1693947_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/1693947_image3_1.jpg,A02,A0206,A02061400,12,80,140
2799104,용다사동종,강원특별자치도 평창군 진부면 오대산로 374-8,동산리 17-5 월정사 성보박물관,32.0,15.0,128.5931614,37.73173178,20230700000000.0,http://tong.visitkorea.or.kr/cms/resource/28/2799028_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/28/2799028_image2_1.JPG,A02,A0201,A02010800,12,86,130
128096,용담계곡,강원특별자치도 화천군 사내면 물안골길,일대,32.0,17.0,127.5454719,38.05188309,20230700000000.0,http://tong.visitkorea.or.kr/cms/resource/15/2566415_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/2566415_image3_1.jpg,A01,A0101,A01010900,12,68,136
2767900,용담공원,제주특별자치도 제주시 용담이동 455-1,,39.0,4.0,126.51141,33.51492292,20231000000000.0,,,A02,A0202,A02020700,12,51,37
2469199,용담댐 물 문화관,전북특별자치도 진안군 안천면 안용로 747,,37.0,14.0,127.5284884,35.94504775,20240100000000.0,,,A02,A0204,A02040800,12,69,91
2723139,용담댐 조각공원,전북특별자치도 진안군 안천면 안용로 747,,37.0,14.0,127.5284884,35.94504775,20240100000000.0,,,A02,A0206,A02060300,12,69,91
3056592,용담레포츠공원,제주특별자치도 제주시 서해안로 580 (용담삼동),,39.0,4.0,126.4994526,33.51826681,20231200000000.0,http://tong.visitkorea.or.kr/cms/resource/45/3056545_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/3056545_image3_1.jpg,A02,A0202,A02020700,12,51,37
2768201,용담리해변,인천광역시 옹진군 영흥면 외리 23-1,,2.0,9.0,126.4749287,37.24154974,20230600000000.0,http://tong.visitkorea.or.kr/cms/resource/75/2791075_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/75/2791075_image2_1.JPG,A01,A0101,A01011200,12,50,119
126355,용담사(남원),전북특별자치도 남원시 주천면 원천로 165-12,,37.0,4.0,127.4125266,35.41057023,20240800000000.0,http://tong.visitkorea.or.kr/cms/resource/34/3343934_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/3343934_image3_1.jpg,A02,A0201,A02010800,12,67,79
337563,용담사(),경상북도 안동시 길안면 미내소일길 138,(길안면),35.0,11.0,128.9247466,36.38975048,20230200000000.0,,,A02,A0201,A02010800,12,93,101
1687966,용담사(),충청북도 충주시 신니면 내포길 27-110,,33.0,11.0,127.7116983,37.00716557,20240600000000.0,http://tong.visitkorea.or.kr/cms/resource/19/3063519_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/19/3063519_image3_1.JPG,A02,A0201,A02010800,12,72,114
2738065,용담사계곡,경상북도 안동시 길안면 미내소일길 138,,35.0,11.0,128.9247744,36.38978103,20230900000000.0,http://tong.visitkorea.or.kr/cms/resource/96/2738396_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/2738396_image2_1.jpg,A01,A0101,A01010900,12,93,101
2653122,용담저수지,경기도 용인시 처인구 원삼면,,31.0,23.0,127.3066132,37.18331567,20240700000000.0,,,A01,A0101,A01011800,12,65,117
127639,용담폭포,충청북도 제천시 수산면 상천1길,(수산면),33.0,7.0,128.2510618,36.9769679,20231200000000.0,,,A01,A0101,A01010800,12,81,113
2738705,용담해안도로,제주특별자치도 제주시 서해안로 687-1,(용담이동),39.0,4.0,126.5120821,33.51587005,20240800000000.0,,,A01,A0101,A01010500,12,51,37
1182630,용담향교,전북특별자치도 진안군 동향면 진성로 1697,,37.0,14.0,127.5759814,35.84198808,20240100000000.0,http://tong.visitkorea.or.kr/cms/resource/44/1605744_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/1605744_image3_1.jpg,A02,A0201,A02010700,12,70,88
1627890,용담호,전북특별자치도 진안군 용담면 월계리,,37.0,14.0,127.4987191,35.93454286,20240300000000.0,http://tong.visitkorea.or.kr/cms/resource/86/2656786_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/2656786_image3_1.jpg,A01,A0101,A01011700,12,68,90
2778546,용담호자연생태습지공원,전북특별자치도 진안군 진안읍 진무로 1514,,37.0,14.0,127.4614589,35.81600846,20240100000000.0,http://tong.visitkorea.or.kr/cms/resource/13/2795113_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/2795113_image2_1.jpg,A01,A0101,A01010500,12,68,88
129467,용대 매바위 인공폭포,강원특별자치도 인제군 북면 용대리,매바위 폭포,32.0,10.0,128.3675168,38.21961243,20240500000000.0,,,A01,A0101,A01010800,12,82,140
2784081,용댐계곡,경상남도 창원시 마산합포구 진전면 월안로 86,,36.0,16.0,128.4040141,35.10966609,20231000000000.0,,,A01,A0101,A01010900,12,85,73
346628,용덕사,경기도 용인시 처인구 이동읍 이원로 471-41,,31.0,23.0,127.2450136,37.17010776,20230700000000.0,http://tong.visitkorea.or.kr/cms/resource/52/1591452_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/1591452_image3_1.jpg,A02,A0201,A02010800,12,64,117
2751828,용덕지,경기도 용인시 처인구 이동읍 묵리 산81,,31.0,23.0,127.2249622,37.18236709,20231000000000.0,http://tong.visitkorea.or.kr/cms/resource/23/2751823_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/2751823_image2_1.jpg,A01,A0101,A01011800,12,63,117
2747802,용도수목원,경기도 시흥시 밭뒤길 32,(매화동),31.0,14.0,126.8273417,37.41990191,20230100000000.0,http://tong.visitkorea.or.kr/cms/resource/85/2748885_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/85/2748885_image2_1.jpg,A01,A0101,A01010700,12,56,122
1619662,용동큰우물,인천광역시 중구 우현로90번길 19-13,(인현동),2.0,10.0,126.6313497,37.4743199,20240800000000.0,http://tong.visitkorea.or.kr/cms/resource/25/3352825_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/3352825_image3_1.jpg,A02,A0201,A02010700,12,53,124
2723815,용동해수욕장,전라남도 고흥군 도덕면 용동리 590,,38.0,2.0,127.1829193,34.6323539,20240800000000.0,http://tong.visitkorea.or.kr/cms/resource/64/3344864_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/64/3344864_image3_1.JPG,A01,A0101,A01011200,12,63,62
1725372,용두공원,경상남도 사천시 용강동 334,일원,36.0,8.0,128.0920481,34.95774424,20230800000000.0,,,A02,A0202,A02020700,12,79,69
2721231,용두동 쭈꾸미골목,서울특별시 동대문구 용두동,,1.0,11.0,127.0372154,37.57594032,20240600000000.0,,,A02,A0203,A02030600,12,60,126
2792632,용두마을,전라남도 구례군 토지면 용두길 54,,38.0,5.0,127.5015659,35.20066492,20230800000000.0,http://tong.visitkorea.or.kr/cms/resource/51/2795851_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/2795851_image2_1.jpg,A02,A0203,A02030100,12,69,74
1683871,용두산 산림욕장,충청북도 제천시 명암로,,33.0,7.0,128.1923719,37.19408626,20240800000000.0,http://tong.visitkorea.or.kr/cms/resource/07/3349907_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/07/3349907_image3_1.JPG,A01,A0101,A01010600,12,80,118
1957694,용두산 자갈치 관광특구,부산광역시 중구 자갈치해안로 52,(남포동4가),6.0,15.0,129.0306014,35.09666505,20240500000000.0,http://tong.visitkorea.or.kr/cms/resource/46/3049246_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/46/3049246_image3_1.JPG,A02,A0202,A02020200,12,96,73
126121,용두산공원,부산광역시 중구 용두산길 37-55,,6.0,15.0,129.0326928,35.10048411,20240300000000.0,,,A01,A0101,A01010500,12,96,73
228853,용두암,제주특별자치도 제주시 용두암길,(제주올레길17코스),39.0,4.0,126.511971,33.51580339,20240800000000.0,http://tong.visitkorea.or.kr/cms/resource/68/3011868_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/68/3011868_image3_1.jpg,A01,A0101,A01011100,12,51,37
250412,용두암해수랜드,제주특별자치도 제주시 서해안로 630,,39.0,4.0,126.5045689,33.51585882,20240500000000.0,http://tong.visitkorea.or.kr/cms/resource/49/3055849_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/3055849_image3_1.jpg,A02,A0202,A02020400,12,51,37
3061701,용두암해안도로,제주특별자치도 제주시 서해안로 687-1 (용담이동),,39.0,4.0,126.5120821,33.51587005,20231200000000.0,http://tong.visitkorea.or.kr/cms/resource/94/3061694_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/3061694_image3_1.jpg,A01,A0101,A01010500,12,51,37
126141,용두연유원지,경상남도 밀양시 용평동,,36.0,7.0,128.778424,35.48310037,20240700000000.0,,,A02,A0202,A02020700,12,91,81
129641,용두해수욕장,충청남도 보령시 남포면 열린바다로 82-45,,34.0,5.0,126.5428682,36.26020573,20231200000000.0,,,A01,A0101,A01011200,12,52,97
2749064,용마골소공원,경기도 과천시 과천대로 599,(과천동),31.0,3.0,126.9915954,37.44625178,20231000000000.0,http://tong.visitkorea.or.kr/cms/resource/04/2768904_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/04/2768904_image3_1.jpg,A02,A0202,A02020700,12,59,123
2761437,용마공원놀이동산(용마랜드),서울특별시 중랑구 망우로70길 118,(망우동),1.0,25.0,127.1045449,37.59456715,20240800000000.0,,,A02,A0202,A02020600,12,61,126
814123,용마산,서울특별시 중랑구 용마산로62길 53,(면목동),1.0,25.0,127.0948573,37.57824942,20230600000000.0,http://tong.visitkorea.or.kr/cms/resource/89/1894589_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/1894589_image3_1.jpg,A01,A0101,A01010400,12,61,126
126825,용마폭포공원,서울특별시 중랑구 용마산로 250-12,(면목동),1.0,25.0,127.0906495,37.57385264,20231200000000.0,,,A02,A0202,A02020700,12,61,126
2569470,용머리 공원,강원특별자치도 양구군 파로호로869번길 109,,32.0,6.0,127.9822938,38.12215254,20230800000000.0,http://tong.visitkorea.or.kr/cms/resource/81/2566581_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/2566581_image3_1.jpg,A02,A0202,A02020700,12,76,138
228854,용머리해안,제주특별자치도 서귀포시 안덕면 사계리 118-3,,39.0,3.0,126.310892,33.23381472,20240800000000.0,http://tong.visitkorea.or.kr/cms/resource/12/3011812_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/3011812_image3_1.jpg,A01,A0101,A01011100,12,48,31
2746221,용무치항,충청남도 당진시 석문면 장고항리,,34.0,4.0,126.5509413,37.03443339,20230100000000.0,,,A01,A0101,A01011400,12,52,114
1597482,용문굴,전북특별자치도 고창군 아산면 선운사로 250,,37.0,1.0,126.5795288,35.49773778,20240600000000.0,,,A01,A0101,A01011900,12,52,81
127286,용문사 계곡,경상남도 남해군 이동면 용문사길,용문사 부근,36.0,5.0,127.9214618,34.78908236,20231200000000.0,http://tong.visitkorea.or.kr/cms/resource/23/1299523_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/1299523_image3_1.jpg,A01,A0101,A01010900,12,76,66
127203,용문사(남해),경상남도 남해군 이동면 용문사길 166-11,(이동면),36.0,5.0,127.9233117,34.78817416,20231100000000.0,,,A02,A0201,A02010800,12,77,66
346629,용문사(),대구광역시 달성군 화원읍 화원휴양림길 132,,4.0,3.0,128.5390038,35.76913869,20230300000000.0,http://tong.visitkorea.or.kr/cms/resource/10/2671410_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/2671410_image3_1.jpg,A02,A0201,A02010800,12,87,87
346630,용문사(여수),전라남도 여수시 화양면 용문사길 91,,38.0,13.0,127.612896,34.72588686,20240400000000.0,,,A02,A0201,A02010800,12,71,64
126163,용문사(예천),경상북도 예천군 용문면 용문사길 285-30,(용문면),35.0,16.0,128.3693333,36.73130384,20231100000000.0,,,A02,A0201,A02010800,12,83,108
125537,용문사(용문산),경기도 양평군 용문면 용문산로 782,(용문면),31.0,19.0,127.5709926,37.5502169,20240500000000.0,,,A02,A0201,A02010800,12,69,126
125485,용문산,경기도 양평군 용문면 용문산로 782,,31.0,19.0,127.5688622,37.55116953,20240500000000.0,,,A01,A0101,A01010400,12,69,126
125470,용문산 백운봉,경기도 양평군 용문면 연수리,산79 (일대),31.0,19.0,127.5429655,37.51963938,20240800000000.0,http://tong.visitkorea.or.kr/cms/resource/81/1939881_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/1939881_image3_1.jpg,A01,A0101,A01010400,12,69,125
